NCX_E50	NCX_E70	NCX_E80	NCX_E90	NCX_E120	NCX_0M	NCX_3M	NCX_12M	NCX_48M	HP_E50	HP_E70	HP_E80	HP_E90	HP_E120	HP_0M	HP_3M	HP_12M	HP_48M	AM_E50	AM_E70	AM_E80	AM_E90	AM_E120	AM_0M	AM_3M	AM_12M	AM_48M	BG_E50	BG_E70	BG_E80	BG_E90	BG_E120	BG_0M	BG_3M	BG_12M	BG_48M	TH_E70	TH_E80	TH_E90	TH_E120
HIGD1A	COLEC12	DBN1	QSOX1	LOC714709	DTX1	GNE	EIF4E2	ZBTB34	C1GALT1C1	PUS7L	EIF3M	LOC713468	SBNO1	DPY30	MGST1	CHIC2	ABCC3	SUCLG1	PPPDE1	RPL4	TARBP2	ANKRD11	LOC100429311	INPP4A	COL9A1	LIN7A	HYAL1	YBEY	LOC720079	RIMBP2	HIST3H2A	CECR5	DLAT	HCN4	LOC713445	LOC711865	NSG1	TMEM5	CCDC92
NPEPL1	ATR	EPT1	CR1	SPSB3	LOC699332	PINX1	LOC714577	LOC711428	POLD2	AHCYL1	SNX7	LAMP1	LOC711530	FZD7	HEBP1	PARP14	DZANK1	CHRNA4	MRE11A	HDHD2	THUMPD2	CETN3	TRIB1	DAPK1	PVRL2	LRP10	ZIK1	WDR54	CELF6	LOC701911	LTB	CDC27	LOC100426158	LOC713753	PPP2R3A	RNF11	LOC100424235	SNRNP40	LOC700768
MECR	RBM42	TSR1	LOC100430627	EEF1A1	LIN7A	ZNF549	C4H6orf228	PPDPF	IL4R	RRP1B	LOC708447	LOC722572	CHTF18	ASAP2	LOC100429270	INPP5K	LOC704215	AGXT2L1	KCNE1	APTX	NPR3	HAVCR1	FDFT1	ANKIB1	LOC100425149	NFXL1	UBFD1	C3orf1	LOC721483	IER2	CLSPN	LOC718902	RSL1D1	LOC100423462	SENP2	SLC7A1	HPCAL1	LOC713905	TCTE1
MPP7	RFX5	ZNF653	FNDC4	LOC100429858	KLHL7	LEPRE1	AMICA1	GPR19	PKIB	LOC694670	LOC706801	B2M	TTC37	CCDC3	PFAS	TAP2	MS4A7	OPRK1	IFT57	PLCD3	TRMT5	ORC1	SIGMAR1	SLC27A2	RELL2	LOC712662	FAM78A	SST	LENG8	PLEKHG1	XPO5	TFIP11	MYT1L	ATF4	TTC14	MEIG1	COASY	PIAS3	CDC14B
LRRC23	CYCS	TAF2	TBC1D25	BMPER	NUP54	AXIN1	KIAA0195	SQLE	LOC707654	SPRYD4	CRYAB	MAEA	LOC697160	LOC707982	LMBRD2	ERBB2	CDK3	ZMYM4	FTSJ1	LOC711254	TLE1	FCHSD2	TSR2	CPB1	SLC25A39	LOC699771	ITGB3	F5	EMC1	CA9	LOC708539	RFT1	MARVELD2	SOX10	MYST4	LLPH	VTI1B	PAK2	OXSM
LOC697115	GALNT13	GMPPB	DUSP14	LOC100427448	LOC100427448	CTTNBP2	CPXM1	RBMX	HAUS2	CEP78	CCDC132	TMPO	DTD2	PIH1D3	MCMBP	LOC715459	KLHL1	LOC712353	ZDHHC9	FAM163A	ZFAND2B	EFCAB7	LOC712354	SNAPC3	USO1	SNRPA	NPPC	SLC26A2	SLC16A10	LRIG3	ESF1	CCDC181	ASAP1	RNF167	LOC714309	FBXO5	MED15	KCNJ10	TMEM8B
CEP152	PPP6R2	LOC722546	CCDC91	LOC696548	NOL4	EEF1A1	LOC716998	NFIA	LOC711803	POLR2L	TADA3	LOC716818	LOC710784	DHX9	LOC708903	ATF4	L3MBTL3	NOX4	RTN2	RPP30	LOC715891	LOC711920	ATP5G2	LMAN2L	LOC695219	CCDC9	SLC28A3	LUC7L3	SNRPN	SLC41A2	PPARGC1A	FKBP15	SMARCAD1	DPP4	MAML3	G6PD	MRPL22	EEF1D	LOC715455
LOC695005	CLCNKA	PHKA2	REEP6	LY6E	JARID2	MYO9B	SQRDL	RAB11B	RPS6KA4	TMBIM1	HEXIM2	LYRM2	KIAA2026	ZNF611	TGS1	FAM195A	LOC700587	TGM7	SLC48A1	UBXN6	HUWE1	BCL2L13	LOC696825	PPP3CB	VCAM1	C3H7orf45	LACTB	DEF8	AURKAIP1	PTGFRN	PPP1R12A	BEX2	LOC100425933	LOC710156	EXOSC9	FAM134A	PPP2R3A	MAB21L1	FOXN4
LOC712354	C1H1orf21	NTF3	RAD51AP1	DLGAP3	FANCB	ABCF1	CHD7	TRIM46	LRRK1	TH1L	CXHXorf36	PTS	ZNF829	LOC719089	LOC100426240	NDUFS3	LOC718665	LOC706589	IKBKB	LOC709080	LOC100428810	LOC718173	LOC722675	OGFR	BUB3	EPHA2	CHRNB2	LOC712324	GPR137	LIMK2	AATF	LOC699626	ZFAND1	HMX1	RPGRIP1L	LOC706563	LOC710252	LOC712839	IPMK
FLT3	SHFM1	LOC697592	PRKAA1	HEXIM2	FBXW9	TST	CTGF	SEPN1	TROAP	LOC100429153	CHCHD7	ZMAT2	YAF2	CLIC4	PAK7	LOC712092	RFWD2	PHF10	LOC717693	LOC722073	CA10	C9H10orf2	DHCR24	ERCC3	LOC100428359	C1H1orf27	DNAJC15	LOC713572	ATP13A1	ALDH1A2	KCNIP3	FABP7	MECR	LOC712701	LOC705288	PLAGL2	RAB3A	LOC698322	LOC708751
COPZ2	ALG8	ATG5	DUSP16	PCMTD2	MRPS11	GLTPD1	C19orf50	LOC699046	MRPS14	METTL4	HPS6	KAL1	LOC706598	TNRC6A	LOC700559	IRF2BPL	PECR	SDPR	ZNF20	ARHGAP17	ROPN1L	LOC713858	LOC712904	LOC717246	LOC697661	SESN2	PITPNB	CLEC2B	EWSR1	KCNC1	CDH11	CHMP2A	NAA30	CCDC97	LOC703889	LOC700039	CYHR1	CUTA	SEL1L3
WWC2	DLG5	WSB1	IL10RA	LOC713460	UFD1L	NUP62	PRDM15	SCML4	FBXL20	YIF1A	LOC712219	PTDSS2	DLX1	PCNP	LOC704048	LOC719033	LOC714721	TMEM209	DNAJC2	LOC100425653	RERG	DRAM2	NFX1	C20H16orf13	LOC712305	VIP	LOC713032	LOC100424235	STOML2	LOC703244	LOC717376	C16H17orf70	LOC711567	LOC721973	UBE2E3	GIN1	SESN1	DUS1L	LOC703244
BRS3	NASP	TAF12	PLK1	BTF3	LOC704994	PPCDC	DHRS11	LOC702305	XKR6	SRXN1	TGFB2	PF4	JRK	AKT3	LOC718376	KCNIP3	SPOPL	FANCB	LOC720233	LOC706521	TMEM62	AGTPBP1	LRRC56	LOC701153	SNX10	BIRC5	LOC716501	LOC718005	SLC44A3	GLYATL1	LOC100424521	NUCB2	CASP7	MATN3	KCTD9	DPM3	BTN3A3	ASCC2	LOC100428522
SURF1	BBS4	WRN	GBA2	GAB1	LOC706500	KIAA2026	CSTF1	RAB9B	G3BP1	LOC697538	THAP8	ATP1B3	PREPL	LRRC20	ADSS	C15H9orf91	SH2D4B	HBQ1	REXO4	EIF4G2	RNF8	GPRIN2	CCDC88C	BCHE	HNRNPC	TCEA2	VEGFA	MRPL33	LAMC2	MED11	GDAP1	COG2	BRMS1L	NAB2	HS3ST1	LOC719021	LOC100425608	NRP1	LOC713293
HYAL2	PPP4C	NEURL1B	CTTN	C15H9orf72	BPHL	TESK1	CENPN	ITGA4	AMZ1	LOC714026	XPO1	PPP1R15B	CD300E	C19H19orf52	CSNK1E	RASL11B	ZHX2	GFRAL	SERPINB7	FUBP1	REPS1	LOC708566	LOC715250	LOC708601	FAM131B	ADM	SCTR	MAGEF1	SH3RF3	KLHDC10	LOC718598	LOC708253	METTL18	CARS	LOC699110	CCDC59	ZAP70	PTPN9	KIAA0748
LOC100428825	FAU	AGGF1	RPL27	RNF180	LMNB1	SRCRB4D	FAM165B	ZDHHC4	LRMP	F2RL1	CASC3	COMMD9	RAB39	DIS3	ZNF200	TCF7L1	UBXN11	LOC709520	ADORA3	CHRNB1	CALB1	PMS1	PNOC	UBE2G2	NME6	CCT6B	CLEC18A	PPP6R2	C14H11orf49	UGGT2	SOX2	CABP4	ZC3H15	LOC100425633	ABHD12B	ANKRD13C	NRBP1	PEX11A	ACSBG2
LOC702025	LOC693626	QRSL1	STX18	LOC722315	FXR2	LOC698527	TMEM88	POSTN	LOC100425275	POP5	ANKRD44	ERBB4	VPRBP	FZD9	KLHL13	LOC709140	LOC712329	LILRA4	SHISA3	LOC712512	LOC693820	ZDHHC13	LGALS3	WDR16	DNAL1	CRB1	LOC718513	NCOA6	KIF1C	DHX57	PCDH8	AZGP1	SLC1A4	KCTD2	ARHGAP28	TBC1D2B	OLFM2	ZNF804A	CAB39L
LOC100427157	ZNF85	KDM4D	LOC700646	LOC709169	LOC100429275	FADS3	OGN	LOC693771	UQCRB	TMEM101	NAPSA	SYBU	SIP1	PIN4	TM4SF1	LOC100427632	CHORDC1	PPM1M	PITPNC1	SETD5	ZCCHC14	MAP1LC3B2	CC2D1A	LOC708452	ZNF182	LOC700257	IFIT1	ROBO1	FHL1	RNF25	SPSB3	AFF2	SPATA17	LOC709699	USP42	LOC722397	HSD17B8	ANKS1A	NFKBIA
MEIOB	LOC716385	IFT52	MRPL12	STK10	INTS4	ZMIZ2	KIF2A	DOCK3	LOC100428810	LOC100425545	CHN1	STK32A	LOC694135	DNAJA1	XPNPEP1	PIGT	PLCD4	ATP6V1E2	LOC712888	OTUD7A	NXT2	NR3C2	PHF21A	PCDHAC2	SSBP2	DNAJC14	SPATA7	TET1	LOC712741	RPL26	POLB	LOC701446	SFSWAP	LOC709275	C5H4orf19	SPEG	CENPC1	GPR125	LOC711524
IFRD2	RNF144B	PTGFRN	NUDT2	ATF6B	LOC722863	C20H16orf87	DNAH6	LOC701037	PAIP1	INTS7	LOC715135	NAB2	NUP155	HMGA1	LOC706461	RAP1GDS1	LOC100423756	CREM	LOC694390	LOC704173	RHOJ	HIST1H1D	LOC100425707	RBM46	GGCT	GRAMD2	LOC722157	LOC699327	RPAP1	LOC100424149	LOC714437	GSDMC	TRRAP	LOC695144	RASSF6	LOC694192	LOC711485	ZNF662	SMARCA1
TSSC4	LSM4	FLAD1	PRDM4	PHB2	BCR	ZNF518A	SMAD7	CLCNKA	FARS2	LOC714964	LOC701263	N6AMT1	CHP1	LOC678699	SETD5	LOC717062	ZNF560	NAAA	MCART1	TLE4	MLL	ZDHHC2	C10H20orf26	LOC703490	SLC1A4	CPXM1	KLHL4	CDC42SE1	PLEKHA3	GSTM3	NAP1L1	LOC706473	RPP30	LOC706590	GALNT14	MED13	LOC100430928	AKAP10	CMTM6
LOC712203	WDR59	PSMC6	NOL7	KIF6	LOC708060	MPDU1	ENC1	CCND2	SIDT1	TEK	LOC714190	RAB1A	USP42	RHBDD3	LOC100426725	FKBP14	LOC713688	TNNC2	ZNF526	CD83	LOC721694	LOC699682	NUP133	LOC100428419	PPP5C	LOC100424400	LOC100427660	PNMT	LRRFIP1	RALY	GKAP1	LOC709497	COL25A1	LOC721967	SERPINE2	LOC100430627	PACSIN3	NAGLU	LOC100429988
GLT25D1	LOC705843	LOC712082	LOC710161	PTK7	BUD31	STAT4	LOC100426768	NUMA1	LOC709929	NUDT9	LOC701559	TGFB2	LOC708927	LOC694524	FMNL2	NOL10	LOC716305	TMEM53	IDO1	HERC4	MRE11A	LINGO1	PRPF19	SOCS5	AGK	DPM2	CACYBP	IVNS1ABP	LOC722353	C6H5orf49	SLC12A6	LRRC42	GLRX	LOC717376	PER3	STX7	MICALL2	C14H11orf49	SP5
SNCG	TRIM6	SF3B2	STK16	AKR7A3	PPP2R5D	LOC721215	KIAA1244	SIPA1L1	LOC718890	ISL1	CDCA3	TOX3	PCM1	COG4	TCERG1	RSAD2	ARSJ	PIK3R5	CDC42SE1	ANKRD40	LRRC8D	ZSWIM5	LNX2	LOC714844	CYCS	CISH	AKR1E2	MUM1L1	ZC3H11A	DNASE1L2	NRXN2	DUSP23	GLT8D1	OGDH	LOC100428589	ATP7A	C13H2orf15	ZKSCAN5	LOC722085
LOC717531	TACR1	LOC717842	TPI1	SLC34A2	VAX2	FDFT1	ESD	SPNS1	LOC716736	WDR1	USP25	ZNF211	MYH8	SNRNP200	SFMBT1	PDRG1	ARID4B	DCLK1	GSG2	LOC697925	CDC37	LOC722009	LOC721685	GLTPD1	SALL2	BMP4	SLC25A34	SLC5A7	TRA2B	PFDN1	CLIC6	LOC705446	PSMF1	CCDC24	CMPK2	LOC709331	OVGP1	LOC712305	GOLGA7B
LOC695085	LOC709497	AP2M1	LOC719390	STOX2	LOC712128	HEMK1	PSMB5	PI4KA	LMNB1	NSDHL	ACOT8	SST	RAP2A	ZCCHC7	GPBP1	ELP2	PDE10A	LOC700137	LOC694854	SVOP	SUV420H1	MYBL2	PLCD3	USP49	TSR3	NPR1	LGALS7	LOC100427804	ZMYND12	PCBD1	USP9X	RPP21	CPOX	MAD2L1BP	GRM5	LOC574390	CCDC22	LOC704728	LOC697073
CDCP1	SREK1IP1	MICALL1	ACAA2	DLD	ARHGEF28	GNAI2	ST6GAL1	LOC697532	NMI	TM7SF3	PCGF2	LOC100428810	MRPL38	ATP6V0E1	COL9A1	ILKAP	ELOVL3	TMEM170B	RAB18	LOC713680	CCND2	ZNF787	LOC706465	THUMPD2	TSPAN17	UBASH3B	CHD1	TOMM20	SMG7	ELOVL6	BCORL1	LOC718495	NUCB2	PKM	LOC714818	LOC710527	ZFP3	NFXL1	PLP2
LOC700181	LNP1	GAK	MOGS	SNX18	MAP1LC3B2	MATN3	DNAJC15	FAM198B	PKNOX2	PSMB4	WRAP73	POLR2G	LOC716501	LOC700270	LOC709993	RSPH4A	C2orf60	COL8A2	LOC100423472	TOP1MT	CAMK1	LOC718040	PACS1	LASS6	BACH2	C13orf26	C7orf16	CGGBP1	SEMA4G	PSMD6	STX11	NAT9	RARS	INO80E	SLC9A10	LOC700296	PRELP	ZNF669	RB1CC1
F2RL1	TMEM170A	SMPD4	INTS5	SEMA4C	LOC716604	DONSON	CAPZA2	ENOX2	AGBL4	AKAP12	CACUL1	LOC715264	LOC703116	P2RY1	TIPARP	FLII	SHROOM3	DHRS7B	GOLGB1	COPS2	GPX7	LOC712218	ZNF576	STC1	LOC701698	NTN1	ANXA5	WBP1L	ESPL1	PTS	ATXN2L	SNRNP200	CNTN1	TARBP2	GLIPR1	SLFN13	LOC704516	ZNF451	ACYP1
PVRL1	LOC716239	FASN	LOC719523	CCDC150	PDE10A	LOC716378	LOC699418	LOC711494	MALSU1	POLR3B	COL2A1	PPP2R2B	ARAF	SLC44A2	ZNF174	SMO	CYFIP2	LRRC23	LOC100429646	FLAD1	LOC700646	LOC716932	CHD4	RARS	C2orf3	ARHGAP25	SDCBP2	LOC100427637	SPAG11B	USP6NL	MAML1	HK3	LOC722572	GIPC1	LOC100423705	LOC100428682	TFE3	EIF4E2	N4BP2
PGM1	AP4M1	CPT2	DPY19L4	LOC100425369	MLF1	SAR1B	IL4R	MGAT4B	RNASET2	ARPC2	LOC703722	ERBB2IP	LOC699478	LOC100429735	TMPRSS7	L1CAM	LOC717955	CENPA	CPA1	PCNX	EMC1	LOC100430520	SRFBP1	TUBA1B	LOC716862	LOC703515	CACNA1I	RPP14	ZMAT2	MRFAP1L1	PVRL1	LOC695765	LOC722308	THAP7	LOC709490	MPLKIP	SF3B5	C8H8orf37	MCF2L2
SLC5A12	COL18A1	LOC697534	AIP	LOC709889	SPATA24	PPIB	ALDH7A1	EIF3M	BEST3	LOC706833	CKAP5	TMEM151B	LOC722223	LOC706521	HPCAL4	STRA6	PLAGL1	PGM5	AKAP8	ZNF133	BSDC1	ZNF451	DNAJC2	SLCO4A1	KDM1B	JUN	RYK	METTL11A	LRRC55	ORMDL1	LOC712795	MOGS	LOC701440	PPP5C	GREB1L	TACR1	LOC702690	CIB1	LOC716349
RAET1E	HLCS	LRP12	EXOC7	NOXRED1	LOC704147	LOC100428383	MGST1	P4HTM	GLA	COMMD2	SOX11	PFAS	CNTNAP5	LOC100430640	DLG1	SLC25A13	FBLN7	C3H21orf62	PCDH7	ANAPC15	MAN1C1	LOC722315	RPL10A	VSTM2A	BPGM	MX2	SH2D5	ABCA9	FAM160A2	CNOT6L	LOC699478	FOLR2	LOC702449	IRX1	CSPG5	BUB1B	UPB1	MMADHC	NFRKB
LOC721833	ACCS	OBFC1	FAM133B	TMC7	DEGS1	HM13	HSPA12B	C11H12orf44	DDX27	TBRG1	DNAJC28	HIF1AN	CCDC136	TRIM21	LOC699276	SERBP1	GHRH	LOC709769	MRPL38	ARFRP1	CTDSPL2	CEP152	LOC706570	GLE1	ZFPM2	NKX2.1	LOC721833	ST8SIA4	LOC706007	MSL1	ZNF541	CCNI	LOC700799	PROM1	SLC2A5	ZNF280C	DAB1	PPP2R2D	LOC722026
PAFAH1B1	METTL7A	WDR3	LOC712835	UBXN10	LOC100427231	SMPDL3A	KCNB2	CCDC109B	EXOSC8	PSMD4	CTBP2	FAM89B	LOC722061	LOC713129	PARP8	LOC701698	OLFML2A	NLK	CPLX2	GPR180	TMEM41A	LOC711693	SLC38A9	REV1	SRXN1	MRPL28	CD80	URI1	LOC706454	PPP1R10	COG8	FGF10	CUL3	LOC700019	PPM1B	LOC693626	ZNF667	FBXL18	LOC705624
HTR2C	LOC100431004	ANKRD40	LOC715202	LOC100430016	RECQL	LRP1	MAT1A	LOC709340	FIGN	LOC100427632	FAM160A2	GRM1	LOC717528	KIAA1024	VEPH1	HCN4	DOCK7	LOC707235	PPP1CC	AGPAT1	POP7	OSBPL5	B3GAT2	GPX7	LOC699119	CYB5R1	CSRNP1	LOC722205	LOC719689	PPP2R1A	HPN	NUP62	SELO	NME6	PPP1R9A	FBXW11	ST5	COMMD9	SPSB3
LOC702232	TMEM167B	PRDM5	LOC699332	LOC721561	EXO1	PROCA1	LOC702226	ZMYND19	LOC717082	LOC716868	FDXR	GTF2IRD1	BTF3	LOC709340	LOC716483	AKR7A2	EPHB2	CCDC79	RAPGEF2	LOC697570	ANTXR1	NKX3.1	CPVL	SIAH2	LOC720327	LOC709017	TDRD6	DEPDC1B	RBMS2	SNIP	PPTC7	TBC1D17	MC4R	TMC4	GLE1	LOC711494	BIN3	LOC700029	TM2D1
LOC715923	LOC716825	LOC709314	MKNK1	FILIP1	GSS	GALNT1	BAD	LOC717880	KCTD14	B3GNT2	LOC698329	CTGF	SERPINB2	DNAJC14	FAM181B	LOC707279	LOC721965	LOC715891	LOC700034	LOC710937	LOC709915	LOC707802	ZFYVE19	SLC5A3	ABCA3	ZNF275	PRPSAP2	PRKAB2	ULK2	ZNF296	XPNPEP2	LOC717414	SNTG1	LOC710797	LOC717589	HPS3	CCDC85B	GRIA4	PNKD
SLC17A6	BACH2	LOC717249	LOC703629	ZNF831	KIAA0368	MTMR9	LOC703794	IGF1R	DRG2	CHTOP	PPWD1	LOC712349	UBL4A	NT5M	MRPL19	KBTBD2	CATSPERG	ABHD16A	PAK3	UFSP1	FAR2	PCK1	RANGAP1	LOC709956	BCL7B	LPCAT4	THAP2	HEY1	RBM34	ANKRD49	DNAJC15	LOC714188	LOC717171	GRIN1	LOC100429533	CEP112	LOC700414	SCARB1	FAM123C
ZBTB3	LOC713878	DNMT3B	LOC718902	MOV10	STT3B	LOC697392	UBE2N	NFKBIZ	CCNE1	LOC698322	SGK1	ZNF337	ASNSD1	CLEC1A	LOC698955	LOC100429949	PNMA2	HTRA4	PAFAH1B3	SNX11	NUDT2	ASTN2	RAB14	TRIQK	MAN2B2	RARS	LOC718169	ZNF691	HMGCS2	LOC706859	ZNF638	FTSJD1	LOC100428076	PRRT1	STT3A	DPM1	CCT6B	LOC714749	LOC100428010
LOC709782	LOC703794	USP39	LOC708740	COL5A3	BCL2L13	GTF3C2	TREM2	LOC712259	MOCOS	WDR33	LOC708043	LOC700335	CAB39L	GLI1	CAPZA1	LOC100424938	AMOT	SPATA19	RNF31	PARD3	ZDHHC16	C7H14orf142	LOC699003	FGD1	LRRC4	METTL11A	LYZL4	LOC717686	LOC100428076	KCNJ5	TSNAX	HSD17B1	TMED3	SORBS3	DZANK1	LOC717444	LOC710549	LMO2	LOC716636
LOC702759	ZP2	LOC722620	LOC709358	LOC700587	FOXQ1	HSD17B1	PLEK	LONP1	LDLRAD4	LOC100429311	MCM7	LOC708030	LOC695210	GABPB1	ZBTB34	CNKSR3	TGFBR3	SIAH1	LOC708858	NUBP1	APEH	NCKAP1L	ARL4A	ZMYND19	ZBED1	SLCO4A1	CPS1	ZNF300	EXOSC8	LOC717484	EIF4E3	MBD5	ZNF827	MAML1	DPP8	CCNY	DAZAP1	BAALC	FAIM
HNRNPF	RNF25	PPP1R12C	NAT9	EXO1	BNIP2	MAPRE2	TMEM168	IER2	LOC714732	IMP4	NRP2	JMJD8	METTL14	TMEM108	TCF25	USP9X	PCOLCE2	LOC693481	SMIM5	LOC712335	LOC716710	LOC700069	FOXN2	ZNF616	GRIA2	LOC696802	LOC710307	CCDC47	SLC25A13	UBE2V1	RPS9	PIAS3	MAN1A1	ELMO2	SCFD2	KLHL1	PXMP2	LOC693664	VPS37C
LOC100429414	ZMIZ2	PPP2R2D	SYBU	HDGFRP3	LOC709140	SRR	RUFY4	HUWE1	LOC696657	CLIP4	EFNA3	GPCPD1	BLZF1	CCNG1	STXBP3	ZFAND2B	FSTL5	GABARAP	DOM3Z	POGZ	LRRC48	KIAA1409	ITPA	EBF2	ATR	PCOLCE	LOC709364	LOC713398	TRIM21	TSN	LOC100423899	ZNF526	GPR155	VPS33A	GPBP1	AASDHPPT	ESPL1	CRHR1	EFCAB1
ZNF579	WTAP	LOC704143	LOC719555	SEMA3F	LOC719891	LOC100427581	LOC703781	LAMA1	TRPC7	TRMT11	PSMD13	LOXL2	PEX5	LOC698283	RFTN2	ZNF655	LOC700039	HSPA14	TMEM136	MCCC2	SQLE	SLC34A2	ACTR2	LOC716151	SPNS1	CD109	SPAG16	LOC719201	HINFP	LOC100426406	SNX4	SUPT6H	LOC699327	SIGLEC11	CNTN5	TMEM97	AIM1	LOC695811	VAC14
AIPL1	TPPP	TUBG1	MBTD1	GTF3C2	URM1	PTPN20A	SGMS1	RSAD1	MTPAP	RAP2C	AFTPH	PLXNA4	THUMPD1	PITPNC1	ALG10B	FKRP	LOC708086	FAM113B	LOC701214	WWP2	OLAH	KLHDC3	ATPIF1	ZDHHC3	YIPF3	PYCR1	HIST1H2BJ	ELP6	LOC715892	PEX3	TTC31	DAXX	DYRK1A	LOC100431069	TTC37	DNAJC2	SEMA5B	LOC705360	USP5
PACSIN2	CLTCL1	ATG4D	TM9SF4	LOC717444	GABARAPL2	ARHGAP23	LOC720111	AMIGO2	PTPN3	SLC25A39	RNASEH1	FRMD5	CD226	EDA	SMC2	TMEM204	LOC100425198	HIST1H2BJ	SAAL1	PEX1	LOC100427629	C11H12orf68	TMEM196	ZNF507	THOP1	EMX2	KLHL20	LOC701185	MTHFSD	CA4	PDHX	LOC705624	HLCS	POLR2I	LOC100428596	SGOL2	FLVCR1	ADAMTS7	KDSR
TM6SF2	ZNF467	KIF22	DCHS1	VPS72	LOC100426577	SPATA5	AFG3L2	SETBP1	LOC697857	KCNQ3	KRIT1	FBXL15	TAL2	CMTM5	MTX2	SUPT5H	LOC716766	LGMN	CCDC47	RTN2	IDE	CDKL2	LOC700098	SH3KBP1	LOC696983	ANKRD18A	GSC	LOC722285	LOH12CR1	LOC709358	TLK2	ZBTB5	SRPK1	ABTB1	ZNF584	ARPC2	GLRA3	LOC722912	PFDN4
NUDT17	RAVER2	LOC713783	CSK	AURKB	MARVELD2	COX4NB	C2orf60	LOC704611	BBS9	RPS16	LOC711721	SEC22C	CAV1	TUBGCP2	APCDD1	KIF22	CTDSPL2	ARL6IP5	MAP1LC3B2	COX4NB	FRAT1	LOC719551	ZNF226	LOC711817	EGR1	ZC3H3	RIT2	MRPS25	TTC23	BRF1	LOC704080	DDAH1	ZEB1	DOK5	MLH3	PAPD7	WWOX	CENPM	RSPH4A
CTSH	C14H11orf57	TNKS	MFSD2A	LOC698668	LOC695933	SULT1C4	MAPK1IP1L	DSCAM	NDUFAF6	ZC3H8	MAST3	EFNB2	KIF18A	LRRC56	LOC100429705	ADNP2	LOC716900	KCNMB1	ABCG2	MRS2	KLHDC10	LOC714277	LOC714601	LOC720183	LOC712407	IFT57	NAA16	PHKA2	TMEM132A	LOC704104	LOC722912	AMBRA1	TMEM180	WDR90	MED1	DUSP23	SLC46A1	KLHL34	GABPA
LOC700580	PHC2	MTRF1L	POPDC2	JMY	PDLIM3	HIF1AN	SFMBT1	SPTAN1	LOC719122	CD83	LOC100424952	LOC714844	NXT2	ZNF165	TFIP11	PCSK2	CTNNA3	GGACT	CCDC111	NFE2L3	LOC100429858	ALDH3A1	C5orf40	TGS1	NOC4L	TMUB1	LOC100429784	SPTBN2	CCDC22	C16H17orf61	ZNF283	WHSC1L1	LOC698043	PTPN1	SPATA6	MKLN1	PHB	DUSP22	CBFA2T2
GLO1	ATP6V0B	TMEM38B	STK32B	COMMD5	CDR2L	LOC716501	PSMB10	ZDHHC3	PIP5K1B	PIGG	ASL	FAM76B	ANKRD49	LOC100426429	ESD	ZYX	LOC713715	LOC699403	C16H17orf59	KLF7	OAZ1	CFLAR	DHX38	CCDC109B	TMEM136	CDH7	TMEM198	TMEM138	KLKB1	TMEM132A	AGL	SFSWAP	LOC700559	PIN4	TGFB2	CUL2	ODF4	UFSP2	CANX
MALSU1	CABYR	PRDX6	OPA1	HOOK3	FAM101A	SELO	LOC715438	FEM1C	PPFIA4	RP9	TRIM45	PCMTD1	PIGW	REP15	HAS3	RENBP	SATB1	LOC715950	RAB3A	HMBS	LRRC3B	ACE2	NOP58	ZNF496	SLITRK4	NDFIP1	LOC709184	PRMT5	CDC42EP1	CCDC8	RPS5	LOC718872	CDH8	EFNA5	LOC702903	ZNF74	CCDC19	MLLT11	LOC100426360
MRPL10	LOC707493	LOC712407	OAZ2	LOC712757	LOC712734	PUM1	LOC719750	P2RX4	ENPP5	NDUFA2	ZSWIM5	PHLPP2	FGR	KCNA3	LOC709313	LOC716480	ITPR1	RPP30	PAQR3	LOC694924	SMPD3	OCIAD2	TIAL1	LAYN	P4HA1	EEF1D	HOOK2	LOC100428219	LOC699032	DSCAM	BRP44L	RIN2	RSPH4A	ANKHD1	CPXM2	LOC712067	ZNF214	HN1L	SERPINB1
TSN	ANKLE2	LRIG2	NCAPD3	NCKAP1L	TTC18	PIP5KL1	COL4A3BP	CLVS2	DCTN5	EBLN2	LOC709587	NDUFB11	NT5C3	LOC721848	DNAH7	FAM161A	LOC698852	UBA7	RNF14	CTSL2	ZNF618	NLGN1	SNX12	PLCH2	TMEM185B	FAM222B	EEPD1	FRYL	KALRN	GAS2L3	LOC695921	SPC25	SKIL	LOC715335	CAPZA1	LOC696956	CNPY3	ZNF408	FUBP1
LOC721484	H1FX	FAM13B	PCOLCE	ZBTB49	NDUFS8	ZNF629	FGF12	OCEL1	EIF2AK4	ENPEP	MRPS25	SASS6	C19H19orf47	TIPARP	MLLT1	MPP6	LOC722315	LOC711900	RBM33	SUPT16H	ZSCAN5A	LOC717024	TMEM14C	C3orf31	HIGD2A	LOC695427	LOC719551	ATG4D	RBM15B	TRRAP	SMTN	LOC703990	DRAM1	RNASEH2A	DIO2	CCDC64B	MAB21L2	NTNG1	CLDN3
MOGAT1	PQLC2	CCNH	SMPD3	SCGN	LOC719863	UBASH3B	LOC714615	STOML1	LOC712140	METTL6	EFCAB11	EI24	LOC714370	RFT1	TSPAN3	LOC696177	LOC716082	STK11	LOC698953	WDTC1	ZNF780B	LOC719673	ZNF219	FLT3	CKS2	LOC715257	MECR	SLC38A9	C9H10orf10	ANKS6	ELOVL2	EXOC3L4	TMEM182	SCNM1	TRIT1	LOC100428777	ALS2	H1FX	PIGU
