E80_L1	E80_L2_3	E80_L4	E80_L5	E80_L6	E80_WM	E90_L1	E90_L2_3	E90_L4	E90_L5	E90_L6	E90_WM	E120_L1	E120_L2_3	E120_L4	E120_L5	E120_L6	E120_WM	0M_L1	0M_L2_3	0M_L4	0M_L5	0M_L6	0M_WM	3M_L1	3M_L2_3	3M_L4	3M_L5	3M_L6	3M_WM	12M_L1	12M_L2_3	12M_L4	12M_L5	12M_L6	12M_WM	48M_L1	48M_L2_3	48M_L4	48M_L5	48M_L6	48M_WM
JHDM1D	EEPD1	SEMA6D	LOC711178	SLPI	IPO7	CRIM1	COMMD6	FLRT2	DSN1	KDELC2	HECTD2	TSEN54	CDC26	LOC704076	TMEFF2	LOC693884	TRIP13	LOC716754	KIAA1009	SP6	HCFC2	LOC718651	FASTK	NAA38	SPSB4	SNRNP48	LOC708395	NF1	LOC100427632	MRPL19	SLC25A10	SIAH1	LOC716232	ALG8	RNF144B	RFXANK	LOC703498	CD52	CDC42EP2	ZBED4	CISH
RALA	LOC710911	KIF18A	NKAP	TMEM53	KIAA0195	MDK	CAMK4	PCDH18	PMP22	HSPA9	ARMC1	EVI5	WBSCR16	MLKL	UBA1	TP53INP2	METTL15	DIEXF	LOC703843	SALL2	RTTN	PRDX1	ZNF341	MED14	ISCA2	C18H18orf8	MEOX2	LAMP1	MMP19	CLCA1	AP4B1	GALNT1	DIAPH2	LOC712536	F12	NDUFAF2	MARCH7	C4H6orf52	WDFY3	RND2	P2RY10
INPP5B	MRPS25	SMURF2	LOC711567	SEPP1	LOC708293	RAET1E	CD6	PHF7	LOXL3	PSEN1	NT5M	ZRANB1	SASH1	ATP13A1	LOC701933	CLDN10	LOC713213	LOC100429804	MYO7A	SCG2	CCDC14	FBXL4	VPS13D	PAAF1	TNFAIP3	THAP8	LOC721138	BAG2	MRPS12	LIPA	CPA1	LOC718144	NEIL2	NLGN4Y	AHSA1	LOC701039	LOC716604	TMCC3	PAK2	NTHL1	TRRAP
PIK3C3	STARD5	ZNF25	BMPER	PTPN4	MAMDC2	76P	PECR	PLK3	CAT	LOC100425749	CD109	PBRM1	CD81	LOC719214	EIF4EBP2	SAP30	PCDH8	LOC711283	FDCSP	AXIN2	LOC697066	S100A10	KCTD7	AHSP	LGI2	PPFIA1	ANKRD49	GPD1	SCYL2	BGLAP	RNF13	KCNMB1	SEC63	ZNF692	ZNF280B	B4GALT5	SMAD6	ABCD3	CDKN1C	CHMP2A	TMEM126A
FRMD5	PPM1F	LOC100430318	LOC722674	ZNF20	LOC718532	ADSL	GINS2	PGM2L1	CHP1	PSMA5	LOC699793	CHL1	NLGN1	HSD11B2	ADAMTS19	AVEN	ATP6V1C1	ZEB2	FAM196A	STOM	TMEM219	GREM1	CCDC136	TWISTNB	GLB1L	LOC100429129	LOC709517	PPP4R2	SETD6	MICAL1	THOC1	REXO4	ALDH3A1	SLC17A5	LOC100424165	NUP50	MED20	FIS1	LOC716636	TSPAN18	LOC100428661
LOC698413	TM4SF18	PGF	HNMT	PNKD	XAB2	DENND2C	DZIP1L	CHAF1A	JAG1	CD1D	NSD1	ZNF146	PCNA	LOC693528	ROCK2	CD48	RTCD1	FARSA	IBTK	SEC11A	LOC717465	LOC696449	ATP6AP2	CCDC82	SNX30	DTD1	TATDN1	LOC693800	DNAJC2	DDX56	LOC721484	LOC703022	STAC	TMTC2	SIK2	LMBRD1	ENOPH1	RBM5	ZSCAN5A	LOC703005	HEATR5B
NARG2	LOC100423695	TERF2	LOC100431074	SLC16A4	NMRAL1	LOC716824	NCEH1	MME	MAP3K4	KTN1	KLF5	PRKAA2	HK2	SPATA24	CDC14A	PRKCQ	LOC100427535	MPHOSPH8	MLLT4	TMEM231	ZNF345	APEX1	FAN1	BAG4	COLEC11	SSR4	ZDHHC15	SGMS2	AGTR1	DHRS11	LOC713477	MARCH7	TLCD1	EFHA1	ANKS1A	TBC1D30	RRAD	IGF2BP3	KIAA0748	C14H11orf30	BHMT2
PIWIL1	MME	HFE	LOC100429270	HIRIP3	LOC720288	USP31	YSK4	COL11A2	LOC694878	TMEM177	LOC713335	P4HA1	LOC714851	HELT	LOC715770	TREM2	UBN2	GSTO1	LOC702025	LOC700768	LOC716959	PTPMT1	SLCO1C1	DUSP6	PIN4	RAB30	GABARAP	LOC707815	VAPB	DAPP1	NPRL3	SUCO	LOC713180	ECHDC3	LOC698808	RSPO2	RBBP6	LOC715695	LOC706090	APOL6	AKT1
PPM1D	DMGDH	PROP1	SLX1B	RNASEK	LOC100423984	CAPZA2	RGS6	SOGA1	PRKCH	LOC712904	LOC701559	DPM1	HEPH	RHBDL1	LOC719468	LOC100430016	ELMO2	LOC698345	CSPG5	HDHD1	RRAGC	LOC722627	NEB	SMEK2	CAMK2D	LOC717346	PLEKHG3	LOC715950	ATR	METTL17	DAG1	LOC713517	TIMP1	LOC718495	NLRP3	PMM2	TMEM42	LOC718726	LILRB1	FREM3	CALCR
ALAS1	LOC711857	LOC715765	POLD2	LOC721833	ARHGAP9	LOC100428896	NKX3-1	LOC721886	RNF31	SLC25A37	SBNO1	LOC100426196	CACNA2D1	SOX17	THBS3	LOC713855	PLCL2	NASP	ITIH2	CDK9	EXT2	SOX10	LOC707413	BRE	LCA5L	C19orf50	LOC100430368	VAMP8	FAM176A	LOC100426413	ACTR8	APOM	HERPUD1	LOC710113	LOC100424920	LOC708697	LOC712701	LPHN3	HS2ST1	ARFIP1	LOC720111
KLF8	GCC1	BDKRB2	TMC7	ECH1	B4GALT7	LOC719053	SDCCAG8	STYK1	FIG4	MAN1C1	LRP12	PSMA1	EML5	UGGT2	LDHA	LOC703932	FBXL5	LOC713016	LOC694190	CLCA1	ZNF532	LOC709521	IPPK	TTC15	LOC100430621	CCDC23	PRELP	ZNF160	RPP40	LCORL	NUP153	C5H4orf45	LOC707079	KIF6	LOC706629	CDK14	ANKIB1	NUP35	LOC696896	KIF5B	SLC9A5
UGDH	SSH2	NUPR1	TMEM132C	ZSWIM5	LOC700034	NUB1	FAR1	LOC715545	HMGXB4	C11H12orf26	C16H17orf59	LOC100426725	SCN2B	FGD6	RAB11B	LOC100429140	LOC711229	OTUD7A	KLHL24	LOC699173	KIAA0368	CDC25A	SGPP2	SPP1	EDA	FMO5	CYP19A1	KERA	LOC100425161	PTPN1	DTD2	ILKAP	C9H10orf120	SPATA6	DPP8	DET1	DTD2	CNPY4	ENDOU	TFPT	UBE2S
LOC718705	GSC	LOC100425518	NDUFS8	XRCC1	LOC100428682	SH3D19	MFAP5	SPAG5	SNTB2	PLA2G7	TTC27	SUGT1	PROS1	LOC701810	PTP4A3	LOC717758	LOC100430132	MLF1	MBTPS1	PREX1	NAA50	LOC720298	PYCR1	DERL2	FAIM	LOC703985	LOC702855	LOC697718	BHLHE40	TRAPPC6B	S100A1	CSNK1G3	AGPS	E2F1	LOC100430381	IAH1	SLC41A1	PPP1R3C	LSM5	INPP4B	LOC697402
LOC709473	AKR1E2	SLC12A8	KLHL8	LRRC40	CDC6	LOC715300	ATP2C1	ANPEP	CCDC9	UFSP2	PTP4A2	C8orf34	ZMAT5	LOC696445	CNR1	SLC9A9	TNFRSF25	ZCWPW2	PROS1	LOC714188	PGM5	MEPE	NTF3	PLEKHA2	ARL13B	LOC713110	LOC694817	FXR1	LOC710695	LOC710338	ZNF691	HEY2	LOC696152	LOC717757	MAOA	STRC	COMMD8	LOC100426426	LOC717086	PON3	LOC715295
LOC709738	LOC711848	TBC1D2B	TPCN2	IARS2	ZCWPW2	SEC22B	POLQ	SDK1	LRRC48	IL15	ARL15	MRPL55	KCNH3	ALG3	TRAPPC3	SDCCAG3	MARK3	DLL3	LOC717444	LOC708409	LOC702847	LOC100429545	ZNF93	LOC100427816	MFN1	TP53INP2	PRKCSH	SSR3	C11H12orf57	LOC710257	CEP170	FARS2	FMO5	PNCK	NCOA5	LOC718890	RASSF6	GCC1	LOC100424284	SORT1	LOC696366
SBF2	PRSS16	GABPA	C1GALT1	THAP4	LOC705906	POP7	PCDHAC1	TIE1	FAM222B	NOD1	SUPT5H	PCDHB6	ETF1	MAMU-DMB	LOC710050	GABPA	INVS	PLK1S1	KLHDC3	NHLH1	HPS3	TXNRD2	MGP	SEMA6D	C5H4orf46	HMX1	PSMA3	MDK	ZNF786	MLLT3	SSFA2	MEGF10	MKNK1	CPNE2	PPP1R11	CCDC69	MRPS28	COQ5	KDM4C	AIM2	MRPL39
IGF2R	LOC697403	DHODH	ZDHHC5	GPRC5B	C5H4orf43	DNAJA3	ATP8B4	GNA14	LOC693764	FZD8	STX16	LOC715977	FAM53C	CLDN2	REL	RFC3	DSC2	SRFBP1	LOC716493	NT5DC1	CEP170	LOC718720	TTC1	PLAGL2	FRA10AC1	LOC697097	MNAT1	LOC714190	HEATR5B	PUS10	STAMBP	GPC1	RAB11FIP1	LOC706858	LOC721007	C5H4orf32	EIF3A	NAAA	TRAM1	ELOVL1	DNAJB6
LOC699864	CFLAR	TMEM245	TMEM204	GPRIN1	PPP1R9A	OSBPL11	NTRK2	LOC706574	OBFC2A	LOC712757	PSMD4	COPS7A	RBCK1	CCDC27	LAMTOR2	CPS1	FMNL2	NOB1	LIN52	C18orf10	SLC43A3	LOC693620	KDM1B	CNTN6	GPX1	SGK2	IL4R	SLC12A2	NFKBIE	HNRNPH2	ZNF283	PHB	FAR1	LOC714389	CYP3A43	MCRS1	ZMYND11	NPEPL1	C1H1orf21	LPA	LOC100428865
GPR162	TNC	LOC722308	PLEKHH3	CC2D2A	SH3D19	GLOD4	POGK	LOC719544	XG	FSCN2	IFT52	MRPS26	HMGB1	SETX	FLNA	TNFSF11	DZIP3	LOC705941	KCNA1	FAM3A	TRMU	CWF19L2	IMP4	DGCR8	LOC707815	TKTL1	CEP152	ACE2	MTHFSD	LOC699214	MRPS36	POMP	TREM2	LOC714949	ADCK1	C4orf14	SQLE	LGALS1	FAM91A1	CTSO	UPB1
WASF3	FOLH1	ZBTB16	GPR37L1	SMPD1	TPMT	POGK	MOBP	PLBD2	MRAP2	SORBS2	TMEM50A	RAD9B	LOC721508	SNRPE	PAQR9	TRIM21	ASCC3	DEPDC5	THBS4	LOC717766	ZNHIT1	DGKA	FBN3	LOC718626	LOC100430842	GLB1L	PTGIS	LOC712710	C10H20orf26	LOC695156	LOC704516	MCM9	LOC701522	THAP5	ASRGL1	PFKFB2	ELF5	LOC715856	PLCG1	LOC711191	GLT25D1
YWHAZ	PCM1	TRIM54	LOC713976	ZNF669	L1CAM	CLTC	LOC710493	ADCY2	PAM	LOC100423317	THYN1	KRIT1	FARP1	PKM	ONECUT2	HIRA	PDZD4	SCN1A	ARL6IP1	FBXL13	LOC706281	RXRA	ASXL3	ACRC	DPYSL2	RNF138	NR2F2	SMAD7	STAC2	LOC100424560	LOC720183	AGPAT2	ING3	RPS27L	EXT1	MITF	CMC1	ICAM2	UBXN1	LOC718494	MYOZ3
LOC699110	ARSF	LOC712220	MAP2K2	CSTF2	LOC710179	RNMTL1	ARID4A	RIBC1	GLA	NDUFA2	SLC19A2	LOC695440	CLEC16A	ARID3C	LOC710246	BTG1	LOC100427752	TNK1	VAMP7	LOC701503	LOC721732	GTPBP10	ZNF593	RAB7A	SLC35F5	HDAC6	NDP	SOGA1	METAP1	P2RX7	LSM6	CPB1	KDM6A	C1GALT1	CCDC149	HOOK2	TXNDC17	LOC695027	ZSCAN21	PLEKHG3	SOHLH2
SMEK2	UHRF1	LOC722080	C3orf1	NCOA1	GPR143	LOC716647	EPHB6	HDGFRP3	LOC700559	ST3GAL3	TMEM38B	LOC696449	LOC100424564	DAD1	PLCL2	LOC708681	SH3RF2	LOC712886	MDM4	FBXO38	GGNBP2	RAP1A	TSPAN7	LOC705387	HPS5	LOC699512	ID1	LOC100424434	GGCT	CLSTN2	EMX2	COMMD2	ZNF662	THAP6	RLBP1	PUS3	CAST	JAK2	USP47	PPP1R3C	LOC715236
ARRDC3	LOC715295	VWA5A	PLA2G7	LOC100430318	DPY19L3	LOC718937	LRRC6	KLC2	ZFYVE19	SLC17A8	DLG4	MAGI2	ICAM2	LOC714026	TMEM200A	LOC696748	FAM43A	LOC100424880	LOC707815	TEX2	LOC709202	RPL7L1	MCHR1	LOC713460	CCDC149	LOC697721	LOC720298	P2RY14	TNNI3K	LOC699481	LOC715302	GSDMC	C5H4orf32	SIRT1	ABI3BP	MAMDC2	FBXO40	ZAP70	GUSB	ADH5	LOC704540
ZC3H12B	PIAS4	GATSL2	SCGN	LOC716686	LOC715597	LOC699883	AGAP3	PTPN11	C7H14orf119	GOLGA2	MED30	LOC717911	LOC714410	F2RL1	TRPC3	LOC710423	TGFB2	NAT10	LOC719390	F13A1	EZH2	LOC721917	GOPC	OXCT1	LIFR	RNH1	ARHGAP1	SMAD4	LOC700147	LLPH	R3HCC1	SEPSECS	GPRC5B	LOC695599	SEL1L3	NDUFA10	TRAPPC6A	WSB1	LOC718945	CHRNA7	LOC705546
PLK2	CEP44	CDC42BPG	EVC2	LOC719609	COPZ1	LOC700686	NKIRAS1	RAD9A	NKX2-1	LOC700283	C4H6orf106	PRR15	LOC714069	LOC100428458	ELFN2	LOC711857	XPOT	RARS	SEPSECS	GCFC1	PLA2G5	SLC22A6	CDC123	C20H16orf52	CYP4F12	TRA2B	LOC100424339	CHP1	POP7	LOC693954	SORT1	IFIT3	LOC710052	RANBP1	PTPLAD1	PPP1CC	LOC698160	CIB1	RBM22	CYP2R1	LOC712408
NOP58	CLEC3A	MMRN1	BPGM	PPAPDC1A	DDX23	GPX3	LOC713445	LOC716825	ZKSCAN1	CCNF	GPR172A	LOC694906	JHDM1D	NAA38	CYB5R4	ALG3	RC3H1	AP2S1	LOC720986	SLC27A6	MST1	PPARD	MRPL39	PCDHB14	NUDT12	RNF115	LOC718761	PABPC4	GPC1	HSPA12A	TMEM27	CST3	KIAA0195	METTL14	MAN1C1	ZDHHC6	GDPD3	LOC100427361	IPO8	CHRNA1	HAPLN3
LOC700582	POPDC2	LOC706527	TSHZ2	TRIM44	LMAN2L	SPATA1	BEND4	SNCAIP	LOC100427637	ZC3H4	ZNF768	WDFY3	SPECC1L	ECM1	VSTM2A	CHN2	TMEM187	WHAMM	LOC717399	CDK8	VAMP4	NCK1	TMEM70	HINFP	CCND1	DIP2A	RIN1	RTKN	PCF11	ROPN1B	RDX	TH	PRDX1	DSE	SALL4	ARGLU1	GORASP1	BTG2	ARHGAP5	LOC708080	SNCAIP
GREB1	MBNL3	WWC3	ZW10	DUSP6	LOC697066	BCKDHA	LOC708128	ATXN7L1	POLD4	MBNL1	LOC708258	CNPY1	PPP1R12C	LOC716520	NPAS3	BAZ1A	RBMX	LOC701214	SHKBP1	ELF5	C5AR1	EPHX1	MRPS18A	LOC703571	OTOR	SAP30	PPM1J	TMTC2	LOC708454	SLC31A2	SFRP1	SLC13A4	SCGN	LOC100427799	POU6F2	CYTIP	TGFBR3	MTCH2	TMEM215	SLC16A10	CALCOCO1
PRR7	LOC710690	LOC696270	HSPB1	HERC6	TRAF7	WDR3	LOC711809	LOC702650	LOC100429504	LOC711009	USP43	CSNK1E	METTL2A	IPO13	LOC694029	LOC100425633	TRMT11	MARCH1	POLD1	ACSM1	SYCE3	GUK1	DAPK3	SPINK5	MVD	PTPN11	RGS18	STXBP3	LOC713129	SRSF9	EIF3H	ZNF263	C3	ZNF549	HEBP1	TRIM3	RALY	PCTP	DHX35	OGFOD3	LOC100424165
ARMC8	LOC718872	LOC100428724	CPNE4	RANBP6	LOC697532	RTDR1	LOC713151	LOC699757	LOC717734	FAM162A	H1FX	CSTF1	UBE2F	LOC708928	C4H6orf165	CHCHD7	RFC4	GPR19	LOC708929	RAB3C	HNRNPA1	TRIM10	PDLIM1	SPTLC1	CORIN	VAMP8	STAM2	CNTNAP5	SLC4A1AP	INVS	MDGA2	LOC706574	SLC9A8	BCKDHA	LOC722045	LOC100425187	WRN	TOMM6	IAH1	AATK	HERPUD1
SEZ6	TNFRSF19	CXHXorf57	FASTKD2	RPS6KB1	LOC712447	ZDHHC6	WDR90	NAGLU	C19orf62	PCNA	ZNF142	TXLNG	LOC100427986	LOC100428076	RAB22A	SPSB1	LOC712341	HSP90AA1	PCCB	RTP2	DUSP16	LOC694192	NR6A1	LOC699757	MYOM2	SPTLC1	LOC719492	RNASEH2A	BCL3	UCHL3	LOC709161	LOC717900	TRIM2	ECH1	DFFA	JAGN1	SNAPIN	UFSP2	CCL2	LOC712098	GPR64
SLC40A1	NLK	MYO18B	SSPN	LOC707493	NOC4L	FBXW2	LOC100428409	CASC3	IFI27	C14H11orf73	SHQ1	GPBP1	IL17RA	THAP8	MYO1F	LOC695669	LOC100427480	LOC694018	ZNF24	LOC710493	YIPF5	LOC696295	RSRC1	LOC100424959	ENPEP	LOC100428487	LOC694513	NPHP3	PTPLAD1	GPRASP2	KHK	C11H12orf45	C5H4orf51	FGF2	NTF3	LOC100425633	PARD3	RGS18	LOC100428810	SELO	VRK1
ITSN1	PRSS12	LOC716710	PLEKHA1	TBC1D24	USP1	MAN1A1	MMP19	TIPARP	TST	ASH2L	BSN	SPINK5	RAD9A	PACSIN2	LOC100426346	PPP1R36	C2CD4C	LOC712067	HMBOX1	NPR1	CDK4	C10H22orf32	NKIRAS2	PDZRN3	H2AFY	VIMP	LOC720427	RRAGC	LOC721687	LOC100425173	SPRY2	KRT1	SLC14A1	MAPRE2	UBE2T	LOC704829	FCGR2B	CDK2AP2	LOC721120	USP24	PLA2G3
TEX264	EXT1	C11H3orf37	LOC719578	LOC715195	LOC722073	LOC714789	ELP4	LOC713029	TOMM20	NAPEPLD	TAF2	MAPKSP1	MLX	HBA2	SLC38A6	ZDHHC1	PSMG4	LARP1	PGM5	SERPINB12	NECAB1	LOC696224	LOC719033	IL13RA2	ATP7A	LBR	LOC710801	PRKAA1	MYOZ3	C9H10orf120	NANOS3	ZNF169	LOC711299	TPBG	LOC100425275	LOC717444	LOC708140	LOC697721	TTLL4	HBEGF	LPA
CSGALNACT2	LOC100429982	ANO2	PRPF40B	RAD51AP1	C11H12orf57	ARL10	STAC2	BCAT1	GBA2	VPS41	ZNF193	TICAM1	LOC100425255	WFIKKN2	USP18	GPR128	LOC717817	RSBN1	C14H11orf31	FOLR2	ODF4	GSTM3	C18H18orf34	CPM	LOC696116	TUBA1B	CEP57	TARSL2	SHOC2	ARL4D	SPG21	GPR124	LOC693820	LOC709661	F13A1	LOC718634	SMPD4	PICALM	NKX2-2	CHSY1	PROCA1
CTBS	LOC694774	LOC710358	KRTDAP	MAP3K10	LOC718520	ARMC3	LOC713416	LOC718396	ISG15	LOC706617	DRAXIN	MOSC2	RNFT1	CMBL	LOC718946	LOC698515	PER1	NCDN	LRRC8D	ITGA4	AVIL	AIG1	ROPN1L	GABPA	LOC717755	BPGM	METTL7A	LCA5	NAPA	MRPL40	CLU	SMC5	CAMSAP1L1	LOC711562	FABP5	NUDT4	LOXL2	CBR1	CHUK	CAV2	PTPN14
BANF1	C1S	RPA2	RABL6	SGK2	LOC694313	LOC715793	PITPNM1	BAZ1A	LOC717993	LOC711692	LOC719288	LOC713336	ACVR1B	CRISPLD2	TEX9	LOC709285	LOC717648	POMT2	ZBTB7C	LOC710534	LRRC39	LOC714702	DLK1	TBC1D8B	CYP39A1	CETN3	LOC704518	WWOX	CYB5RL	EDAR	IL8RB	LOC704858	UGT3A1	RAB3D	DMPK	TCEB1	LOC100429735	PATZ1	TEX11	GCA	C15H9orf72
STON1-GTF2A1L	STK11	RGS20	CHRNA7	AP3M1	THBS2	LRRC8D	ARHGAP42	KCNS2	L3MBTL3	LOC100423211	OGT	NOX4	SH3D19	NSF	LOC716305	PRADC1	NT5M	LOC703348	LOC716587	MX2	KIF13B	KCNAB1	SIPA1L2	CEPT1	LOC697992	PKIB	TBC1D19	LOC712447	LOC715135	ENPP1	LMBRD1	LOC709184	PAWR	LOC716117	LOC705546	XPO5	C13H2orf49	LOC698413	LNPEP	ZC3H3	ARL15
ANAPC16	MTERFD3	MAPK1	HNRNPA2B1	FAM78A	STARD13	MED8	ARL1	XPR1	LOC719449	NAA30	LOC714271	TLN2	LOC714949	S1PR5	RMI1	RIPK2	SNX32	SAFB2	RBM46	LOC722061	GKAP1	MPHOSPH9	FXR2	EPHB2	TLR8	WBP2	CFL2	COL8A2	LOC709738	DDX5	TMEM151A	ADAP2	CD44	CCDC134	NR1I2	LOC716932	BCL2L14	GRM8	LOC703830	LCT	TSPAN16
RIMS2	TNNT2	SNX30	ISOC2	MIEN1	DCTN1	BAG4	LOC715581	USP6NL	PIGU	PRDM2	CCDC82	LOC709886	NR1I2	HNRNPM	GRIA1	LOC697267	SENP8	TSSC4	STAT2	PSME2	TBC1D14	KIF13B	PPP1R12C	LOC702924	LOC696872	TYMS	BGN	WFDC2	LOC712386	DYNLT3	CCDC14	F5	LOC711254	HNRNPH3	ZMYM3	LPAR1	FLNA	IL25	DPYSL5	KIF6	NARS2
LOC717186	DBF4	C13H2orf18	CTNND1	GSTP1	ASTN1	TMEM216	LARP4B	BRCA1	LOC712426	LOC714595	TBC1D9	TRIP11	GLI3	WBP2	KPTN	LOC709660	ST3GAL3	TSPYL1	NOC3L	CBL	TREML1	DBX2	LOC711283	OTOF	KCNJ2	HIST1H2BJ	GSTCD	DOCK10	PARS2	CDC20B	RBM42	CTNNA3	ZNF618	GABPA	ENPP5	EFCAB5	ATF6	SEPT7	SPAG9	CENPI	LOC720427
ARAF	EDC3	LOC694524	BRCA1	ZSCAN12	LOC711681	LOC704595	EML5	MOBKL1B	AMBRA1	SPIN3	CD63	LOC710801	SNAPC4	LOC694125	MRPS25	POLE4	CLCN4	LOC694472	C4H6orf52	RBM46	PANK3	COL15A1	MATR3	ZNF436	LOC709988	WWC1	ALDH1L2	PCM1	LOC715769	LOC717399	NKX3-1	ARHGAP29	TMPRSS5	ADAMTS1	LOC722414	ZBTB9	CDC26	CEP89	STARD9	LOC717514	DCAF10
HSPB3	LOC100426828	ZC3H6	BIN3	ADPRM	COX8A	PDE7A	FZD10	FRS3	PKHD1	AGPAT2	DPP10	NEK2	RCOR2	HSD17B10	TMEM59	ADC	MAN1C1	ZDHHC6	C1H1orf27	VWA5A	SERPINB13	LEFTY2	WDR4	LOC710176	VPS54	IMPDH2	PIP5K1B	OSGEPL1	LOC698808	UBE2K	LOC711011	LOC710441	LOC712230	PDIA4	SHISA3	C19H19orf43	MYO9B	DPY19L1	NEK2	CPXM2	TMEM5
ATP6V1G2	LOC100424442	LOC705134	RPUSD2	GPHN	PRRT3	MRAP2	LOC706290	STRN3	SLC5A2	LOC709161	GLMN	LOC100430015	MYL2	FAM136A	LOC100425187	APEX1	C1H1orf21	LETM1	GALNT1	LOC712835	PLA2G16	CPM	LOC722206	PRRG3	C3orf1	PPP1R3D	C4H6orf108	FN3KRP	LOC714598	STK31	RAB9A	RASSF8	MT1X	ABCA9	LOC699548	YWHAG	DEFB1	NCAPH2	ASPA	SLIT2	NTNG1
UFSP1	LOC701238	LOC703934	LOC100426465	LOC708652	LOC704306	LGI2	LOC709993	CPE	ANO6	LOC706982	ADNP	CDKN2B	GLUL	LOC100424791	RAB1B	GSX2	ATP1B3	SUV39H2	DUSP6	LOC697334	LOC701070	TMCC3	PSMC4	SAE1	LOC712710	CASP7	ZNF426	LXN	LOC707961	LOC716480	MFI2	SH2D3A	SLA	TRAM1	LOC705446	KLHL17	ZFAND1	LOC702798	MX1	SMAD7	LOC100427448
SYVN1	SLC39A12	PEAR1	LLGL1	SNAPC3	PIGY	CA9	HGF	CD44	LOC695685	ZMYM6NB	LOC714485	CD74	SLC5A6	ACOX1	EXOSC2	PLEKHF1	GATSL2	LOC718494	MYH11	GFRA3	HNRNPK	UAP1L1	TNIP3	LYZL4	LOC100428896	C7H14orf159	GALC	PRR5L	TRIM54	GAB1	THUMPD3	LOC711494	TM4SF20	SPATA5L1	POLL	KLHL24	FAH	LARP6	OIP5	SMAD3	FLRT2
LOC702041	LOC716691	SYNPO2	BZW2	LOC713460	POSTN	LOC702449	ACOT2	LOC718726	SLC7A13	CYLD	SPTB	EGR2	COL25A1	KIF7	FLII	ADM	NAT2	CDC123	CREB3L4	SCNM1	ESPL1	LRIG1	NUDT9	LDOC1L	RALGDS	SYCE3	IFNAR1	LOC713000	IRX3	UTS2D	PFDN2	RPS6KA5	TAX1BP3	SCARB2	SMAD3	TINAGL1	ANKRD2	MEIS1	BTBD16	LOC699435	APOA2
LOC722564	ST5	RIMS3	DPP3	LOC712347	KCTD10	CTNNA3	LOC703879	MAD2L1	ATG7	TAF10	LOC719551	ZNF22	LOC696190	ZGPAT	SLC9A3R1	MGST2	FAM168A	NKAP	LOC695413	GCDH	LOC698440	LYVE1	MLF1	THAP7	LAPTM4A	TFPI	LOC717757	SDR16C5	LOC703022	LOC100429791	LOC699435	LOC100425958	LOC100429378	RHCE	SNAPC4	EMX1	RHCG	RPN2	SEMA4D	DUSP9	VPS33A
MPHOSPH9	LOC722191	NUMB	FAM107A	SH3BP1	LOC718481	RNF40	OAS3	LOC701503	ARHGAP25	KANK4	SLK	LOC711191	LOC722013	SOLH	MEPCE	TMEM43	ANKMY1	TMEM42	BRPF1	HELLS	TAX1BP3	LOC698788	FADS3	NAF1	AQP3	GZMK	C9orf125	LARP7	RAB3GAP1	TMC5	LOC100426971	KLF3	RAB31	FBXO7	LMNB1	LOC713000	GFPT2	ZSWIM7	EXOSC10	CRB2	DCP1A
HSPA9	RAD54B	LOC698984	LOC696367	PDHX	MANBA	STXBP3	CHSY3	SATB1	LOC718202	ZMYND17	SERINC3	KIF9	LOC697905	LOC710328	IDH1	LOC714824	TPM3	CCDC149	SRM	RNF167	LOC711865	CPVL	STOX2	LOC694702	ANKRD49	LOC698413	SLC7A3	SERINC2	COL6A2	KCNB2	HSD17B3	GEMIN5	TNFAIP6	IGFBP5	LOC100425803	NUDT6	ZRANB1	MUDENG	LOC721967	HEXIM2	FRAS1
GARNL3	LOC712485	MOSC1	CDKN2AIP	TUFM	LOC715130	ADO	IQCH	PLA2G16	LOC699883	SPG20	LOC715302	LOC713000	TDO2	EFHC1	URM1	TOMM40L	SELE	LOC712333	LOC722098	NFE2L3	IRF3	LARP7	PEX26	HDHD1	ATP1A2	FLT3	LOC699219	RHOG	TAC3	LOC100425400	PABPC1	KIAA0586	LOC717766	ZKSCAN1	PTGIS	C6H5orf34	ZC3H11A	RICTOR	UAP1L1	MTFR1	LOC714688
LOC100426426	DNAJC1	RAD9A	NKX2-2	TADA2A	SRSF6	SECISBP2L	TGFBR3	SLC43A1	QSER1	RNF181	LOC712594	CHCHD1	CIZ1	LOC710344	AMY2B	LOC100424139	LOC100430313	SPA17	ARMC3	TRMT2A	LOC709920	LLGL1	LOC710937	CNKSR2	LOC702449	CEP112	MAMU-DMB	CCDC23	ZBTB43	GTF2E2	LOC703685	MAGEH1	CLCA1	KIAA1486	PTPN14	RCAN1	EPB41	ELF5	ITSN1	PDK4	ALPL
LOC701620	KCNIP2	TMTC2	KIF16B	HAUS6	NIT1	SUV420H1	LOC100430740	TMED5	EFHD2	LARGE	HNRNPL	C3H7orf26	LOC710296	SP8	LOC713262	ZHX3	LOC699003	CLCA2	TNRC6A	IFITM1	ANO4	PTDSS2	ATAT1	MAPKAPK5	MLN	LOC699435	TMC7	GRIA4	ASRGL1	PHLDB2	LOC704061	LOC696112	COL4A6	EFNB1	LOC701416	C1S	TSACC	LOC708933	ARHGEF15	SLU7	LRRC4C
